Devices;Servers;Tech;ExeTime;DCovered;DServed;DServedEC;DServedCC;SUsed;SUsedEC;SUsedCC;TotalCost;CostNCoverage;CostNService;CostS;Avg.RTime;Temperature;Alpha;Heuristic
500;105;4;0.208480;92.2000;62.8000;68.7898;31.2102;90.4762;90.0000;100.0000;1370.673190;256.300000;1114.100000;0.273190;152.218779;100.000000;0.950000;Random
500;105;4;0.203276;92.2000;62.8000;69.4268;30.5732;91.4286;91.0000;100.0000;1370.074160;256.300000;1113.500000;0.274160;151.699313;100.000000;0.950000;Random
500;105;4;0.203832;92.2000;62.2000;69.1318;30.8682;92.3810;92.0000;100.0000;1394.574890;256.300000;1138.000000;0.274890;152.571831;100.000000;0.950000;Random
500;105;4;0.206153;92.2000;62.6000;68.6901;31.3099;89.5238;89.0000;100.0000;1379.372460;256.300000;1122.800000;0.272460;153.127792;100.000000;0.950000;Random
500;105;4;0.213880;92.2000;62.8000;69.7452;30.2548;90.4762;90.0000;100.0000;1370.473870;256.300000;1113.900000;0.273870;150.635503;100.000000;0.950000;Random
500;105;4;0.208969;92.2000;62.4000;69.2308;30.7692;87.6190;87.0000;100.0000;1384.471320;256.300000;1127.900000;0.271320;152.574038;100.000000;0.950000;Random
500;105;4;0.207115;92.2000;62.0000;68.0645;31.9355;91.4286;91.0000;100.0000;1391.874720;256.300000;1135.300000;0.274720;155.467889;100.000000;0.950000;Random
500;105;4;0.212847;92.2000;62.6000;68.3706;31.6294;90.4762;90.0000;100.0000;1373.373990;256.300000;1116.800000;0.273990;154.638663;100.000000;0.950000;Random
500;105;4;0.206261;92.2000;62.4000;70.1923;29.8077;91.4286;91.0000;100.0000;1381.074040;256.300000;1124.500000;0.274040;151.499074;100.000000;0.950000;Random
500;105;4;0.208603;92.2000;62.6000;69.0096;30.9904;92.3810;92.0000;100.0000;1370.975570;256.300000;1114.400000;0.275570;152.800257;100.000000;0.950000;Random
500;105;4;0.208547;92.2000;62.6000;69.0096;30.9904;88.5714;88.0000;100.0000;1381.371610;256.300000;1124.800000;0.271610;151.416449;100.000000;0.950000;Random
500;105;4;0.208372;92.2000;62.6000;68.0511;31.9489;90.4762;90.0000;100.0000;1377.573870;256.300000;1121.000000;0.273870;153.880004;100.000000;0.950000;Random
500;105;4;0.202701;92.2000;62.2000;69.7749;30.2251;91.4286;91.0000;100.0000;1387.174840;256.300000;1130.600000;0.274840;151.091099;100.000000;0.950000;Random
500;105;4;0.204459;92.2000;62.6000;69.6486;30.3514;91.4286;91.0000;100.0000;1375.374040;256.300000;1118.800000;0.274040;152.474380;100.000000;0.950000;Random
500;105;4;0.208161;92.2000;62.8000;68.7898;31.2102;90.4762;90.0000;100.0000;1371.473190;256.300000;1114.900000;0.273190;153.230709;100.000000;0.950000;Random
500;105;4;0.211142;92.2000;62.2000;67.8457;32.1543;89.5238;89.0000;100.0000;1389.572340;256.300000;1133.000000;0.272340;154.848046;100.000000;0.950000;Random
500;105;4;0.213409;92.2000;62.8000;69.1083;30.8917;89.5238;89.0000;100.0000;1371.073020;256.300000;1114.500000;0.273020;151.252993;100.000000;0.950000;Random
500;105;4;0.205079;92.2000;62.6000;69.3291;30.6709;91.4286;91.0000;100.0000;1381.574720;256.300000;1125.000000;0.274720;151.342110;100.000000;0.950000;Random
500;105;4;0.212985;92.2000;62.4000;69.8718;30.1282;91.4286;91.0000;100.0000;1381.474840;256.300000;1124.900000;0.274840;152.307532;100.000000;0.950000;Random
500;105;4;0.204735;92.2000;62.6000;68.6901;31.3099;91.4286;91.0000;100.0000;1380.574720;256.300000;1124.000000;0.274720;152.413221;100.000000;0.950000;Random
500;105;4;0.210699;92.2000;62.8000;68.7898;31.2102;89.5238;89.0000;100.0000;1367.872340;256.300000;1111.300000;0.272340;152.991505;100.000000;0.950000;Random
500;105;4;0.202588;92.2000;62.6000;69.3291;30.6709;90.4762;90.0000;100.0000;1377.973870;256.300000;1121.400000;0.273870;151.732305;100.000000;0.950000;Random
500;105;4;0.208710;92.2000;62.8000;69.4268;30.5732;90.4762;90.0000;100.0000;1366.073870;256.300000;1109.500000;0.273870;152.367712;100.000000;0.950000;Random
500;105;4;0.205100;92.2000;62.8000;69.4268;30.5732;92.3810;92.0000;100.0000;1367.874890;256.300000;1111.300000;0.274890;152.561130;100.000000;0.950000;Random
500;105;4;0.209838;92.2000;62.6000;68.0511;31.9489;92.3810;92.0000;100.0000;1378.775010;256.300000;1122.200000;0.275010;154.829306;100.000000;0.950000;Random
500;105;4;0.208003;92.2000;63.4000;70.3470;29.6530;90.4762;90.0000;100.0000;1346.773190;256.300000;1090.200000;0.273190;151.265428;100.000000;0.950000;Random
500;105;4;0.208480;92.2000;62.2000;69.4534;30.5466;92.3810;92.0000;100.0000;1392.175570;256.300000;1135.600000;0.275570;152.591689;100.000000;0.950000;Random
500;105;4;0.203327;92.2000;62.0000;68.3871;31.6129;91.4286;91.0000;100.0000;1398.674720;256.300000;1142.100000;0.274720;153.565629;100.000000;0.950000;Random
500;105;4;0.211839;92.2000;62.6000;69.3291;30.6709;91.4286;91.0000;100.0000;1376.974160;256.300000;1120.400000;0.274160;153.917415;100.000000;0.950000;Random
500;105;4;0.209350;92.2000;62.8000;68.7898;31.2102;89.5238;89.0000;100.0000;1372.073020;256.300000;1115.500000;0.273020;153.182473;100.000000;0.950000;Random
500;105;4;0.207479;92.2000;62.2000;69.1318;30.8682;90.4762;90.0000;100.0000;1385.773190;256.300000;1129.200000;0.273190;153.633946;100.000000;0.950000;Random
500;105;4;0.207471;92.2000;62.8000;68.7898;31.2102;88.5714;88.0000;100.0000;1371.671490;256.300000;1115.100000;0.271490;153.068497;100.000000;0.950000;Random
500;105;4;0.201813;92.2000;62.4000;68.5897;31.4103;91.4286;91.0000;100.0000;1378.874040;256.300000;1122.300000;0.274040;154.413783;100.000000;0.950000;Random
500;105;4;0.206363;92.2000;62.8000;69.7452;30.2548;91.4286;91.0000;100.0000;1357.874840;256.300000;1101.300000;0.274840;151.889109;100.000000;0.950000;Random
500;105;4;0.208323;92.2000;62.2000;67.8457;32.1543;90.4762;90.0000;100.0000;1394.372950;256.300000;1137.800000;0.272950;153.389102;100.000000;0.950000;Random
500;105;4;0.208045;92.2000;62.6000;69.3291;30.6709;90.4762;90.0000;100.0000;1378.773990;256.300000;1122.200000;0.273990;152.146985;100.000000;0.950000;Random
500;105;4;0.206826;92.2000;62.6000;69.3291;30.6709;90.4762;90.0000;100.0000;1378.373870;256.300000;1121.800000;0.273870;152.961998;100.000000;0.950000;Random
500;105;4;0.251019;92.2000;62.2000;69.1318;30.8682;89.5238;89.0000;100.0000;1383.572340;256.300000;1127.000000;0.272340;153.521858;100.000000;0.950000;Random
500;105;4;0.209200;92.2000;62.8000;69.1083;30.8917;92.3810;92.0000;100.0000;1372.275010;256.300000;1115.700000;0.275010;152.478725;100.000000;0.950000;Random
500;105;4;0.215667;92.2000;62.6000;68.6901;31.3099;90.4762;90.0000;100.0000;1379.573190;256.300000;1123.000000;0.273190;153.394366;100.000000;0.950000;Random
500;105;4;0.206035;92.2000;62.8000;68.7898;31.2102;90.4762;90.0000;100.0000;1370.673870;256.300000;1114.100000;0.273870;154.178645;100.000000;0.950000;Random
500;105;4;0.209671;92.2000;62.8000;69.4268;30.5732;90.4762;90.0000;100.0000;1368.273190;256.300000;1111.700000;0.273190;151.896869;100.000000;0.950000;Random
500;105;4;0.212717;92.2000;62.4000;70.1923;29.8077;90.4762;90.0000;100.0000;1379.073190;256.300000;1122.500000;0.273190;151.608567;100.000000;0.950000;Random
