Devices;Servers;Tech;ExeTime;DCovered;DServed;DServedEC;DServedCC;SUsed;SUsedEC;SUsedCC;TotalCost;CostNCoverage;CostNService;CostS;Avg.RTime
400;105;4;0.000025;92.2500;47.7500;68.0628;31.9372;73.3333;72.0000;100.0000;1498.351450;208.100000;1290.000000;0.251450;153.442121
400;105;4;0.000025;92.2500;47.7500;71.7277;28.2723;72.3810;71.0000;100.0000;1487.551790;208.100000;1279.200000;0.251790;147.011049
400;105;4;0.000025;92.2500;49.7500;68.3417;31.6583;75.2381;74.0000;100.0000;1417.552880;208.100000;1209.200000;0.252880;155.154002
400;105;4;0.000026;92.2500;52.5000;70.4762;29.5238;78.0952;77.0000;100.0000;1336.659080;208.100000;1128.300000;0.259080;154.316196
400;105;4;0.000035;92.2500;50.2500;69.1542;30.8458;76.1905;75.0000;100.0000;1404.555990;208.100000;1196.200000;0.255990;155.722899
400;105;4;0.000025;92.2500;47.5000;70.0000;30.0000;75.2381;74.0000;100.0000;1488.055370;208.100000;1279.700000;0.255370;153.828398
400;105;4;0.000027;92.2500;50.7500;68.4729;31.5271;77.1429;76.0000;100.0000;1395.156750;208.100000;1186.800000;0.256750;155.705403
400;105;4;0.000027;92.2500;51.5000;64.5631;35.4369;78.0952;77.0000;100.0000;1360.857790;208.100000;1152.500000;0.257790;160.661062
400;105;4;0.000025;92.2500;51.5000;67.9612;32.0388;78.0952;77.0000;100.0000;1377.857550;208.100000;1169.500000;0.257550;158.559886
400;105;4;0.000025;92.2500;49.0000;67.3469;32.6531;76.1905;75.0000;100.0000;1429.055470;208.100000;1220.700000;0.255470;157.864679
400;105;4;0.000025;92.2500;48.0000;68.2292;31.7708;75.2381;74.0000;100.0000;1491.654110;208.100000;1283.300000;0.254110;152.517085
400;105;4;0.000026;92.2500;50.5000;70.7921;29.2079;72.3810;71.0000;100.0000;1389.450840;208.100000;1181.100000;0.250840;154.321394
400;105;4;0.000025;92.2500;49.2500;69.0355;30.9645;73.3333;72.0000;100.0000;1436.752320;208.100000;1228.400000;0.252320;152.241923
400;105;4;0.000027;92.2500;50.7500;68.9655;31.0345;72.3810;71.0000;100.0000;1413.549280;208.100000;1205.200000;0.249280;155.181034
400;105;4;0.000027;92.2500;52.7500;69.1943;30.8057;76.1905;75.0000;100.0000;1355.556100;208.100000;1147.200000;0.256100;152.772257
400;105;4;0.000025;92.2500;50.0000;69.0000;31.0000;78.0952;77.0000;100.0000;1416.259170;208.100000;1207.900000;0.259170;155.616790
400;105;4;0.000025;92.2500;49.7500;67.3367;32.6633;76.1905;75.0000;100.0000;1423.955450;208.100000;1215.600000;0.255450;155.540241
400;105;4;0.000024;92.2500;48.2500;69.9482;30.0518;80.0000;79.0000;100.0000;1467.359690;208.100000;1259.000000;0.259690;152.262149
400;105;4;0.000025;92.2500;47.7500;68.0628;31.9372;75.2381;74.0000;100.0000;1480.554700;208.100000;1272.200000;0.254700;155.981229
400;105;4;0.000025;92.2500;49.2500;72.0812;27.9188;75.2381;74.0000;100.0000;1435.555290;208.100000;1227.200000;0.255290;151.279969
400;105;4;0.000026;92.2500;49.7500;67.8392;32.1608;72.3810;71.0000;100.0000;1425.951710;208.100000;1217.600000;0.251710;156.460099
400;105;4;0.000026;92.2500;51.7500;66.1836;33.8164;79.0476;78.0000;100.0000;1367.559180;208.100000;1159.200000;0.259180;160.193313
400;105;4;0.000025;92.2500;48.5000;71.1340;28.8660;73.3333;72.0000;100.0000;1453.652580;208.100000;1245.300000;0.252580;152.118115
400;105;4;0.000025;92.2500;52.5000;70.4762;29.5238;78.0952;77.0000;100.0000;1348.058250;208.100000;1139.700000;0.258250;155.557689
400;105;4;0.000026;92.2500;51.5000;66.0194;33.9806;82.8571;82.0000;100.0000;1360.863140;208.100000;1152.500000;0.263140;159.487160
400;105;4;0.000025;92.2500;48.0000;68.2292;31.7708;79.0476;78.0000;100.0000;1481.059200;208.100000;1272.700000;0.259200;154.899384
400;105;4;0.000027;92.2500;50.0000;64.0000;36.0000;72.3810;71.0000;100.0000;1412.851730;208.100000;1204.500000;0.251730;162.451455
400;105;4;0.000026;92.2500;48.5000;71.1340;28.8660;75.2381;74.0000;100.0000;1450.455030;208.100000;1242.100000;0.255030;151.797418
400;105;4;0.000026;92.2500;52.0000;68.7500;31.2500;76.1905;75.0000;100.0000;1363.256280;208.100000;1154.900000;0.256280;153.205552
400;105;4;0.000025;92.2500;49.5000;70.7071;29.2929;74.2857;73.0000;100.0000;1431.853790;208.100000;1223.500000;0.253790;152.133946
400;105;4;0.000025;92.2500;48.0000;70.8333;29.1667;74.2857;73.0000;100.0000;1487.852750;208.100000;1279.500000;0.252750;152.570656
400;105;4;0.000026;92.2500;52.2500;70.8134;29.1866;80.0000;79.0000;100.0000;1373.960270;208.100000;1165.600000;0.260270;151.311910
400;105;4;0.000027;92.2500;52.5000;66.1905;33.8095;75.2381;74.0000;100.0000;1353.853970;208.100000;1145.500000;0.253970;158.960802
400;105;4;0.000027;92.2500;53.0000;67.4528;32.5472;80.9524;80.0000;100.0000;1365.462250;208.100000;1157.100000;0.262250;157.228748
400;105;4;0.000025;92.2500;48.7500;72.8205;27.1795;75.2381;74.0000;100.0000;1478.355420;208.100000;1270.000000;0.255420;147.803366
400;105;4;0.000026;92.2500;51.5000;65.5340;34.4660;72.3810;71.0000;100.0000;1404.052620;208.100000;1195.700000;0.252620;157.407045
400;105;4;0.000024;92.2500;46.7500;73.2620;26.7380;76.1905;75.0000;100.0000;1507.355960;208.100000;1299.000000;0.255960;147.683577
400;105;4;0.000025;92.2500;49.7500;70.3518;29.6482;75.2381;74.0000;100.0000;1417.555010;208.100000;1209.200000;0.255010;151.896865
400;105;4;0.000025;92.2500;48.5000;72.6804;27.3196;76.1905;75.0000;100.0000;1459.055100;208.100000;1250.700000;0.255100;148.376881
400;105;4;0.000025;92.2500;49.2500;70.0508;29.9492;75.2381;74.0000;100.0000;1426.354130;208.100000;1218.000000;0.254130;151.068326
400;105;4;0.000026;92.2500;51.5000;70.3883;29.6117;75.2381;74.0000;100.0000;1368.256020;208.100000;1159.900000;0.256020;153.352734
400;105;4;0.000026;92.2500;51.5000;66.5049;33.4951;74.2857;73.0000;100.0000;1384.853040;208.100000;1176.500000;0.253040;157.198432
400;105;4;0.000027;92.2500;50.5000;66.3366;33.6634;76.1905;75.0000;100.0000;1383.254700;208.100000;1174.900000;0.254700;160.246357
400;105;4;0.000026;92.2500;49.2500;70.5584;29.4416;76.1905;75.0000;100.0000;1423.954990;208.100000;1215.600000;0.254990;153.315485
400;105;4;0.000025;92.2500;51.2500;71.2195;28.7805;79.0476;78.0000;100.0000;1384.160100;208.100000;1175.800000;0.260100;150.020993
400;105;4;0.000025;92.2500;49.0000;67.3469;32.6531;75.2381;74.0000;100.0000;1446.453800;208.100000;1238.100000;0.253800;155.537355
400;105;4;0.000024;92.2500;47.0000;68.0851;31.9149;71.4286;70.0000;100.0000;1480.049400;208.100000;1271.700000;0.249400;155.815866
400;105;4;0.000026;92.2500;51.5000;64.5631;35.4369;69.5238;68.0000;100.0000;1392.247160;208.100000;1183.900000;0.247160;160.264154
400;105;4;0.000025;92.2500;47.2500;70.8995;29.1005;78.0952;77.0000;100.0000;1494.158010;208.100000;1285.800000;0.258010;151.569952
400;105;4;0.000025;92.2500;49.5000;68.6869;31.3131;79.0476;78.0000;100.0000;1430.057290;208.100000;1221.700000;0.257290;154.245858
400;105;4;0.000025;92.2500;48.7500;69.7436;30.2564;75.2381;74.0000;100.0000;1463.754540;208.100000;1255.400000;0.254540;152.080992
400;105;4;0.000026;92.2500;51.5000;66.9903;33.0097;72.3810;71.0000;100.0000;1379.651450;208.100000;1171.300000;0.251450;157.922979
400;105;4;0.000025;92.2500;48.2500;71.5026;28.4974;75.2381;74.0000;100.0000;1476.755760;208.100000;1268.400000;0.255760;151.117385
400;105;4;0.000025;92.2500;48.7500;69.2308;30.7692;71.4286;70.0000;100.0000;1450.749960;208.100000;1242.400000;0.249960;154.471380
400;105;4;0.000024;92.2500;47.0000;67.5532;32.4468;73.3333;72.0000;100.0000;1453.852170;208.100000;1245.500000;0.252170;159.834081
400;105;4;0.000025;92.2500;49.5000;69.6970;30.3030;79.0476;78.0000;100.0000;1420.858600;208.100000;1212.500000;0.258600;154.916536
400;105;4;0.000025;92.2500;48.5000;67.5258;32.4742;72.3810;71.0000;100.0000;1462.451660;208.100000;1254.100000;0.251660;155.803696
400;105;4;0.000026;92.2500;53.7500;69.7674;30.2326;75.2381;74.0000;100.0000;1311.956210;208.100000;1103.600000;0.256210;151.000774
400;105;4;0.000026;92.2500;52.5000;71.4286;28.5714;79.0476;78.0000;100.0000;1359.458750;208.100000;1151.100000;0.258750;151.539178
400;105;4;0.000026;92.2500;50.0000;66.0000;34.0000;70.4762;69.0000;100.0000;1427.448430;208.100000;1219.100000;0.248430;156.098590
400;105;4;0.000026;92.2500;50.2500;70.6468;29.3532;76.1905;75.0000;100.0000;1414.556170;208.100000;1206.200000;0.256170;151.499399
400;105;4;0.000025;92.2500;49.0000;69.3878;30.6122;75.2381;74.0000;100.0000;1449.055170;208.100000;1240.700000;0.255170;153.324537
400;105;4;0.000025;92.2500;49.2500;68.0203;31.9797;75.2381;74.0000;100.0000;1423.153860;208.100000;1214.800000;0.253860;157.118916
400;105;4;0.000027;92.2500;52.5000;66.1905;33.8095;71.4286;70.0000;100.0000;1368.250590;208.100000;1159.900000;0.250590;155.293868
400;105;4;0.000026;92.2500;53.0000;71.6981;28.3019;76.1905;75.0000;100.0000;1330.856820;208.100000;1122.500000;0.256820;151.910712
400;105;4;0.000024;92.2500;47.7500;72.7749;27.2251;76.1905;75.0000;100.0000;1473.555800;208.100000;1265.200000;0.255800;148.946268
400;105;4;0.000025;92.2500;49.0000;69.8980;30.1020;75.2381;74.0000;100.0000;1448.454280;208.100000;1240.100000;0.254280;152.309873
400;105;4;0.000025;92.2500;50.0000;67.5000;32.5000;72.3810;71.0000;100.0000;1387.650750;208.100000;1179.300000;0.250750;157.862495
400;105;4;0.000025;92.2500;51.2500;71.7073;28.2927;78.0952;77.0000;100.0000;1383.758090;208.100000;1175.400000;0.258090;150.851739
400;105;4;0.000026;92.2500;50.2500;72.6368;27.3632;76.1905;75.0000;100.0000;1418.756660;208.100000;1210.400000;0.256660;147.792972
400;105;4;0.000025;92.2500;50.0000;73.0000;27.0000;79.0476;78.0000;100.0000;1418.659970;208.100000;1210.300000;0.259970;149.058225
400;105;4;0.000025;92.2500;49.2500;64.9746;35.0254;70.4762;69.0000;100.0000;1428.748290;208.100000;1220.400000;0.248290;160.435127
400;105;4;0.000026;92.2500;50.7500;68.9655;31.0345;75.2381;74.0000;100.0000;1406.554590;208.100000;1198.200000;0.254590;154.644936
400;105;4;0.000025;92.2500;52.7500;67.7725;32.2275;79.0476;78.0000;100.0000;1346.160310;208.100000;1137.800000;0.260310;156.800411
400;105;4;0.000024;92.2500;48.7500;70.7692;29.2308;77.1429;76.0000;100.0000;1430.756750;208.100000;1222.400000;0.256750;152.486719
400;105;4;0.000026;92.2500;50.0000;64.0000;36.0000;77.1429;76.0000;100.0000;1412.255950;208.100000;1203.900000;0.255950;163.893054
400;105;4;0.000027;92.2500;52.5000;69.0476;30.9524;71.4286;70.0000;100.0000;1361.250880;208.100000;1152.900000;0.250880;154.614726
400;105;4;0.000025;92.2500;46.5000;71.5054;28.4946;77.1429;76.0000;100.0000;1517.656460;208.100000;1309.300000;0.256460;151.208904
400;105;4;0.000028;92.2500;54.2500;66.8203;33.1797;76.1905;75.0000;100.0000;1293.555130;208.100000;1085.200000;0.255130;158.444358
400;105;4;0.000025;92.2500;49.7500;68.8442;31.1558;77.1429;76.0000;100.0000;1450.756540;208.100000;1242.400000;0.256540;151.597842
400;105;4;0.000026;92.2500;50.7500;68.4729;31.5271;79.0476;78.0000;100.0000;1390.958640;208.100000;1182.600000;0.258640;155.782131
400;105;4;0.000027;92.2500;51.7500;69.0821;30.9179;81.9048;81.0000;100.0000;1361.962110;208.100000;1153.600000;0.262110;154.129974
400;105;4;0.000026;92.2500;52.5000;67.1429;32.8571;79.0476;78.0000;100.0000;1349.458740;208.100000;1141.100000;0.258740;158.412079
400;105;4;0.000025;92.2500;50.2500;75.1244;24.8756;81.9048;81.0000;100.0000;1407.161770;208.100000;1198.800000;0.261770;145.043849
400;105;4;0.000027;92.2500;52.5000;63.3333;36.6667;70.4762;69.0000;100.0000;1332.647340;208.100000;1124.300000;0.247340;165.059743
400;105;4;0.000024;92.2500;47.5000;70.5263;29.4737;72.3810;71.0000;100.0000;1470.452410;208.100000;1262.100000;0.252410;154.953135
400;105;4;0.000026;92.2500;51.2500;70.7317;29.2683;80.0000;79.0000;100.0000;1388.560030;208.100000;1180.200000;0.260030;151.786878
400;105;4;0.000026;92.2500;51.5000;65.0485;34.9515;72.3810;71.0000;100.0000;1371.253330;208.100000;1162.900000;0.253330;158.240723
400;105;4;0.000025;92.2500;49.2500;69.5431;30.4569;78.0952;77.0000;100.0000;1422.157310;208.100000;1213.800000;0.257310;155.102981
400;105;4;0.000025;92.2500;48.5000;69.0722;30.9278;72.3810;71.0000;100.0000;1477.451120;208.100000;1269.100000;0.251120;153.463998
400;105;4;0.000025;92.2500;50.2500;65.6716;34.3284;73.3333;72.0000;100.0000;1410.751280;208.100000;1202.400000;0.251280;159.093447
400;105;4;0.000025;92.2500;50.2500;66.6667;33.3333;77.1429;76.0000;100.0000;1399.557310;208.100000;1191.200000;0.257310;157.565954
400;105;4;0.000026;92.2500;50.2500;68.6567;31.3433;73.3333;72.0000;100.0000;1434.750850;208.100000;1226.400000;0.250850;152.964818
400;105;4;0.000024;92.2500;43.2500;71.0983;28.9017;74.2857;73.0000;100.0000;1570.151800;208.100000;1361.800000;0.251800;152.802799
400;105;4;0.000026;92.2500;50.7500;69.4581;30.5419;74.2857;73.0000;100.0000;1415.154360;208.100000;1206.800000;0.254360;152.509284
400;105;4;0.000027;92.2500;50.5000;67.8218;32.1782;79.0476;78.0000;100.0000;1396.058480;208.100000;1187.700000;0.258480;154.875712
400;105;4;0.000026;92.2500;51.2500;67.8049;32.1951;76.1905;75.0000;100.0000;1391.755630;208.100000;1183.400000;0.255630;157.004345
400;105;4;0.000026;92.2500;48.5000;67.5258;32.4742;72.3810;71.0000;100.0000;1448.450680;208.100000;1240.100000;0.250680;159.234795
400;105;4;0.000025;92.2500;49.0000;66.8367;33.1633;77.1429;76.0000;100.0000;1438.256010;208.100000;1229.900000;0.256010;158.491775
400;105;4;0.000026;92.2500;51.0000;71.5686;28.4314;78.0952;77.0000;100.0000;1374.856860;208.100000;1166.500000;0.256860;153.049502
400;105;4;0.000027;92.2500;51.0000;67.6471;32.3529;78.0952;77.0000;100.0000;1373.058080;208.100000;1164.700000;0.258080;159.541541
400;105;4;0.000025;92.2500;51.0000;72.5490;27.4510;78.0952;77.0000;100.0000;1410.658370;208.100000;1202.300000;0.258370;149.417143
400;105;4;0.000027;92.2500;52.7500;68.2464;31.7536;80.9524;80.0000;100.0000;1340.160410;208.100000;1131.800000;0.260410;155.083645
400;105;4;0.000026;92.2500;50.0000;67.0000;33.0000;74.2857;73.0000;100.0000;1414.253250;208.100000;1205.900000;0.253250;156.759417
400;105;4;0.000026;92.2500;50.7500;66.0099;33.9901;76.1905;75.0000;100.0000;1388.155840;208.100000;1179.800000;0.255840;156.355477
400;105;4;0.000033;92.2500;50.5000;68.3168;31.6832;76.1905;75.0000;100.0000;1390.856010;208.100000;1182.500000;0.256010;156.869020
