Devices;Servers;Tech;ExeTime;DCovered;DServed;DServedEC;DServedCC;SUsed;SUsedEC;SUsedCC;TotalCost;CostNCoverage;CostNService;CostS;Avg.RTime
500;105;4;0.000030;92.2000;42.4000;69.8113;30.1887;80.9524;80.0000;100.0000;2032.460210;256.300000;1775.900000;0.260210;149.676883
500;105;4;0.000062;92.2000;45.8000;66.3755;33.6245;80.0000;79.0000;100.0000;1905.159860;256.300000;1648.600000;0.259860;154.934406
500;105;4;0.000032;92.2000;45.6000;75.0000;25.0000;81.9048;81.0000;100.0000;1914.462660;256.300000;1657.900000;0.262660;146.325746
500;105;4;0.000030;92.2000;44.0000;65.4545;34.5455;80.9524;80.0000;100.0000;1954.261160;256.300000;1697.700000;0.261160;160.928729
500;105;4;0.000031;92.2000;46.6000;66.5236;33.4764;79.0476;78.0000;100.0000;1879.358130;256.300000;1622.800000;0.258130;156.963020
500;105;4;0.000031;92.2000;46.2000;68.3983;31.6017;83.8095;83.0000;100.0000;1905.164150;256.300000;1648.600000;0.264150;152.094474
500;105;4;0.000032;92.2000;46.6000;65.6652;34.3348;77.1429;76.0000;100.0000;1897.957820;256.300000;1641.400000;0.257820;154.510433
500;105;4;0.000032;92.2000;46.4000;67.6724;32.3276;78.0952;77.0000;100.0000;1907.459770;256.300000;1650.900000;0.259770;153.499342
500;105;4;0.000031;92.2000;46.0000;66.0870;33.9130;78.0952;77.0000;100.0000;1896.058620;256.300000;1639.500000;0.258620;159.050062
500;105;4;0.000031;92.2000;46.8000;67.0940;32.9060;81.9048;81.0000;100.0000;1887.661850;256.300000;1631.100000;0.261850;154.812106
500;105;4;0.000031;92.2000;47.6000;68.9076;31.0924;81.9048;81.0000;100.0000;1867.062930;256.300000;1610.500000;0.262930;153.229944
500;105;4;0.000030;92.2000;45.0000;68.8889;31.1111;82.8571;82.0000;100.0000;1910.164070;256.300000;1653.600000;0.264070;155.212335
500;105;4;0.000029;92.2000;42.8000;70.0935;29.9065;80.9524;80.0000;100.0000;2030.062200;256.300000;1773.500000;0.262200;150.552445
500;105;4;0.000030;92.2000;44.8000;68.3036;31.6964;81.9048;81.0000;100.0000;1925.863010;256.300000;1669.300000;0.263010;154.238872
500;105;4;0.000030;92.2000;43.8000;68.4932;31.5068;79.0476;78.0000;100.0000;1987.158620;256.300000;1730.600000;0.258620;151.910020
500;105;4;0.000031;92.2000;45.4000;63.8767;36.1233;81.9048;81.0000;100.0000;1925.762000;256.300000;1669.200000;0.262000;159.173465
500;105;4;0.000033;92.2000;46.6000;64.8069;35.1931;79.0476;78.0000;100.0000;1908.358860;256.300000;1651.800000;0.258860;156.996664
500;105;4;0.000031;92.2000;45.2000;67.6991;32.3009;76.1905;75.0000;100.0000;1911.855810;256.300000;1655.300000;0.255810;155.725313
500;105;4;0.000031;92.2000;46.0000;64.3478;35.6522;80.0000;79.0000;100.0000;1901.859630;256.300000;1645.300000;0.259630;160.220875
500;105;4;0.000029;92.2000;44.0000;69.0909;30.9091;80.0000;79.0000;100.0000;1968.659690;256.300000;1712.100000;0.259690;153.024213
500;105;4;0.000030;92.2000;44.4000;65.3153;34.6847;77.1429;76.0000;100.0000;1945.457090;256.300000;1688.900000;0.257090;158.675704
500;105;4;0.000031;92.2000;45.8000;68.5590;31.4410;83.8095;83.0000;100.0000;1920.564620;256.300000;1664.000000;0.264620;151.720619
500;105;4;0.000031;92.2000;46.8000;68.8034;31.1966;83.8095;83.0000;100.0000;1880.665670;256.300000;1624.100000;0.265670;152.859076
500;105;4;0.000029;92.2000;42.4000;70.2830;29.7170;76.1905;75.0000;100.0000;2010.854830;256.300000;1754.300000;0.254830;153.104420
500;105;4;0.000032;92.2000;47.8000;65.6904;34.3096;81.9048;81.0000;100.0000;1843.162930;256.300000;1586.600000;0.262930;157.086859
500;105;4;0.000031;92.2000;45.4000;66.9604;33.0396;78.0952;77.0000;100.0000;1919.758550;256.300000;1663.200000;0.258550;155.832470
500;105;4;0.000032;92.2000;46.2000;64.0693;35.9307;76.1905;75.0000;100.0000;1908.357300;256.300000;1651.800000;0.257300;158.726485
500;105;4;0.000032;92.2000;46.6000;66.9528;33.0472;80.0000;79.0000;100.0000;1868.161140;256.300000;1611.600000;0.261140;157.167316
500;105;4;0.000031;92.2000;44.6000;68.1614;31.8386;83.8095;83.0000;100.0000;1952.565750;256.300000;1696.000000;0.265750;155.355739
500;105;4;0.000030;92.2000;45.2000;66.3717;33.6283;79.0476;78.0000;100.0000;1927.259520;256.300000;1670.700000;0.259520;157.470163
500;105;4;0.000041;92.2000;45.8000;70.7424;29.2576;81.9048;81.0000;100.0000;1873.963400;256.300000;1617.400000;0.263400;153.542945
500;105;4;0.000031;92.2000;45.2000;69.4690;30.5310;83.8095;83.0000;100.0000;1925.665310;256.300000;1669.100000;0.265310;152.679056
500;105;4;0.000030;92.2000;44.2000;70.1357;29.8643;80.0000;79.0000;100.0000;1958.160420;256.300000;1701.600000;0.260420;153.140181
500;105;4;0.000031;92.2000;45.8000;66.3755;33.6245;82.8571;82.0000;100.0000;1903.563300;256.300000;1647.000000;0.263300;158.892829
500;105;4;0.000032;92.2000;47.8000;66.1088;33.8912;81.9048;81.0000;100.0000;1831.563200;256.300000;1575.000000;0.263200;156.655766
500;105;4;0.000031;92.2000;46.6000;68.2403;31.7597;86.6667;86.0000;100.0000;1866.568860;256.300000;1610.000000;0.268860;156.959033
500;105;4;0.000030;92.2000;44.2000;66.9683;33.0317;81.9048;81.0000;100.0000;1956.961850;256.300000;1700.400000;0.261850;156.795393
500;105;4;0.000031;92.2000;46.4000;66.8103;33.1897;81.9048;81.0000;100.0000;1878.663370;256.300000;1622.100000;0.263370;158.105681
500;105;4;0.000031;92.2000;45.2000;64.6018;35.3982;76.1905;75.0000;100.0000;1910.856460;256.300000;1654.300000;0.256460;160.509967
500;105;4;0.000031;92.2000;46.6000;66.9528;33.0472;80.0000;79.0000;100.0000;1904.559950;256.300000;1648.000000;0.259950;153.615858
500;105;4;0.000031;92.2000;44.6000;69.0583;30.9417;77.1429;76.0000;100.0000;1938.557740;256.300000;1682.000000;0.257740;152.495864
500;105;4;0.000031;92.2000;45.8000;64.6288;35.3712;77.1429;76.0000;100.0000;1889.357350;256.300000;1632.800000;0.257350;159.840261
500;105;4;0.000029;92.2000;41.8000;68.8995;31.1005;75.2381;74.0000;100.0000;2039.754450;256.300000;1783.200000;0.254450;151.951598
500;105;4;0.000033;92.2000;46.0000;65.6522;34.3478;77.1429;76.0000;100.0000;1935.256270;256.300000;1678.700000;0.256270;157.908942
500;105;4;0.000031;92.2000;45.6000;67.5439;32.4561;80.0000;79.0000;100.0000;1920.860630;256.300000;1664.300000;0.260630;154.741125
500;105;4;0.000032;92.2000;47.6000;66.3866;33.6134;83.8095;83.0000;100.0000;1848.464460;256.300000;1591.900000;0.264460;158.189670
500;105;4;0.000032;92.2000;46.6000;66.0944;33.9056;79.0476;78.0000;100.0000;1889.159820;256.300000;1632.600000;0.259820;155.318715
500;105;4;0.000029;92.2000;40.4000;70.7921;29.2079;73.3333;72.0000;100.0000;2075.251310;256.300000;1818.700000;0.251310;151.633407
500;105;4;0.000030;92.2000;45.8000;66.8122;33.1878;80.0000;79.0000;100.0000;1911.161190;256.300000;1654.600000;0.261190;158.203965
500;105;4;0.000031;92.2000;45.4000;65.1982;34.8018;76.1905;75.0000;100.0000;1926.354890;256.300000;1669.800000;0.254890;157.537884
500;105;4;0.000031;92.2000;43.6000;66.5138;33.4862;75.2381;74.0000;100.0000;1961.455690;256.300000;1704.900000;0.255690;158.664903
500;105;4;0.000032;92.2000;46.8000;64.1026;35.8974;79.0476;78.0000;100.0000;1855.059180;256.300000;1598.500000;0.259180;162.095594
500;105;4;0.000031;92.2000;47.0000;66.8085;33.1915;80.0000;79.0000;100.0000;1859.558860;256.300000;1603.000000;0.258860;157.718137
500;105;4;0.000032;92.2000;45.4000;67.4009;32.5991;75.2381;74.0000;100.0000;1951.355420;256.300000;1694.800000;0.255420;153.930292
500;105;4;0.000033;92.2000;47.6000;63.4454;36.5546;80.0000;79.0000;100.0000;1830.659780;256.300000;1574.100000;0.259780;161.236058
500;105;4;0.000030;92.2000;43.6000;66.9725;33.0275;77.1429;76.0000;100.0000;1983.657580;256.300000;1727.100000;0.257580;155.245286
500;105;4;0.000030;92.2000;44.8000;68.7500;31.2500;79.0476;78.0000;100.0000;1924.659540;256.300000;1668.100000;0.259540;153.931948
500;105;4;0.000030;92.2000;45.8000;69.4323;30.5677;81.9048;81.0000;100.0000;1922.760800;256.300000;1666.200000;0.260800;152.157938
500;105;4;0.000031;92.2000;47.2000;66.9492;33.0508;79.0476;78.0000;100.0000;1853.658210;256.300000;1597.100000;0.258210;155.647291
500;105;4;0.000032;92.2000;47.6000;63.0252;36.9748;76.1905;75.0000;100.0000;1840.657110;256.300000;1584.100000;0.257110;159.181230
500;105;4;0.000031;92.2000;45.4000;67.4009;32.5991;79.0476;78.0000;100.0000;1910.558040;256.300000;1654.000000;0.258040;158.242916
500;105;4;0.000032;92.2000;46.2000;64.0693;35.9307;82.8571;82.0000;100.0000;1876.362620;256.300000;1619.800000;0.262620;161.285272
500;105;4;0.000031;92.2000;45.8000;65.0655;34.9345;81.9048;81.0000;100.0000;1908.562480;256.300000;1652.000000;0.262480;159.596617
500;105;4;0.000031;92.2000;46.6000;64.8069;35.1931;78.0952;77.0000;100.0000;1866.357120;256.300000;1609.800000;0.257120;159.162406
500;105;4;0.000031;92.2000;44.4000;62.6126;37.3874;75.2381;74.0000;100.0000;1935.253220;256.300000;1678.700000;0.253220;162.084362
500;105;4;0.000032;92.2000;46.2000;64.5022;35.4978;79.0476;78.0000;100.0000;1877.358840;256.300000;1620.800000;0.258840;160.589507
500;105;4;0.000031;92.2000;44.2000;67.8733;32.1267;81.9048;81.0000;100.0000;1957.561530;256.300000;1701.000000;0.261530;153.830443
